,t,ramp,trans_pd,mzi_pd
0,-0.0050156788,-0.22512560000000004,0.19511468799999998,3.1335677399999997
1,-0.0050146788,-0.2211055,0.193667452,3.0957787999999997
2,-0.0050136788,-0.22512560000000004,0.193667452,3.0579898599999997
3,-0.0050126788,-0.2170854,0.19511468799999998,3.03909539
4,-0.005011678800000001,-0.22512560000000004,0.192220216,3.00130645
5,-0.0050106788000000005,-0.2211055,0.193667452,2.96351751
6,-0.0050096788,-0.2130653,0.19511468799999998,2.96351751
7,-0.0050086788,-0.2130653,0.193667452,2.88793963
8,-0.0050076788,-0.2211055,0.193667452,2.8312562199999998
9,-0.0050066788,-0.2211055,0.19511468799999998,2.73678387
10,-0.005005678800000001,-0.2211055,0.193667452,2.68010046
11,-0.0050046788000000005,-0.22512560000000004,0.193667452,2.62341705
12,-0.0050036788,-0.2211055,0.19511468799999998,2.54783917
13,-0.0050026788,-0.22512560000000004,0.193667452,2.49115576
14,-0.0050016788,-0.2211055,0.19511468799999998,2.43447235
15,-0.0050006788,-0.22512560000000004,0.193667452,2.3211055299999996
16,-0.0049996788,-0.2211055,0.193667452,2.26442212
17,-0.004998678800000001,-0.22512560000000004,0.193667452,2.1510553
18,-0.0049976788000000005,-0.22512560000000004,0.19511468799999998,2.0943718899999997
19,-0.0049966788,-0.2211055,0.193667452,2.03768848
20,-0.0049956788,-0.2130653,0.19511468799999998,1.9621106
21,-0.0049946788,-0.20904520000000001,0.193667452,1.88653272
22,-0.0049936788,-0.2130653,0.19511468799999998,1.8298493099999997
23,-0.004992678800000001,-0.2130653,0.19511468799999998,1.7542714299999997
24,-0.0049916788000000005,-0.2170854,0.192220216,1.69758802
25,-0.0049906788,-0.2211055,0.19511468799999998,1.62201014
26,-0.0049896788,-0.2211055,0.193667452,1.5842212
27,-0.0049886788,-0.2211055,0.19511468799999998,1.54643226
28,-0.0049876788,-0.22512560000000004,0.19511468799999998,1.5275377899999998
29,-0.0049866788,-0.2170854,0.19511468799999998,1.4897488499999998
30,-0.004985678800000001,-0.2170854,0.193667452,1.4897488499999998
31,-0.0049846788000000005,-0.2130653,0.19511468799999998,1.47085438
32,-0.0049836788,-0.2211055,0.193667452,1.47085438
33,-0.0049826788,-0.2170854,0.193667452,1.50864332
34,-0.0049816788,-0.2211055,0.19511468799999998,1.5275377899999998
35,-0.0049806788,-0.2170854,0.19511468799999998,1.5653267299999998
36,-0.004979678800000001,-0.2130653,0.19511468799999998,1.62201014
37,-0.0049786788000000005,-0.2211055,0.193667452,1.65979908
38,-0.0049776788,-0.22512560000000004,0.19511468799999998,1.65979908
39,-0.0049766788,-0.2211055,0.19511468799999998,1.73537696
40,-0.0049756788,-0.2170854,0.19511468799999998,1.7731659
41,-0.0049746788,-0.2170854,0.19511468799999998,1.84874378
42,-0.0049736788,-0.2130653,0.19511468799999998,1.90542719
43,-0.004972678800000001,-0.2170854,0.193667452,1.9621106
44,-0.0049716788000000005,-0.2211055,0.193667452,2.07547742
45,-0.0049706788,-0.2170854,0.19511468799999998,2.1321608299999997
46,-0.0049696788,-0.2170854,0.19511468799999998,2.22663318
47,-0.0049686788,-0.2170854,0.19511468799999998,2.30221106
48,-0.0049676788,-0.2211055,0.19511468799999998,2.37778894
49,-0.004966678800000001,-0.2130653,0.193667452,2.47226129
50,-0.0049656788000000006,-0.20904520000000001,0.19511468799999998,2.56673364
51,-0.0049646788,-0.2170854,0.193667452,2.66120599
52,-0.0049636788,-0.2170854,0.193667452,2.75567834
53,-0.0049626788,-0.2211055,0.19511468799999998,2.8312562199999998
54,-0.0049616788,-0.2211055,0.196561924,2.92572857
55,-0.0049606788,-0.2170854,0.19511468799999998,3.03909539
56,-0.004959678800000001,-0.2211055,0.19511468799999998,3.11467327
57,-0.0049586788000000005,-0.2211055,0.196561924,3.19025115
58,-0.0049576788,-0.2170854,0.193667452,3.26582903
59,-0.0049566788,-0.2211055,0.19511468799999998,3.34140691
60,-0.0049556788,-0.2170854,0.196561924,3.41698479
61,-0.0049546788,-0.2170854,0.19511468799999998,3.43587926
62,-0.0049536788,-0.2170854,0.193667452,3.4736681999999997
63,-0.0049526788000000006,-0.20502510000000002,0.196561924,3.49256267
64,-0.0049516788,-0.20904520000000001,0.19511468799999998,3.5492460799999996
65,-0.0049506788,-0.2170854,0.19511468799999998,3.56814055
66,-0.0049496788,-0.2170854,0.196561924,3.53035161
67,-0.0049486788,-0.20904520000000001,0.196561924,3.5492460799999996
68,-0.0049476788,-0.2130653,0.196561924,3.4736681999999997
69,-0.004946678800000001,-0.2170854,0.196561924,3.3980903199999997
70,-0.0049456788000000005,-0.20904520000000001,0.196561924,3.3225124399999997
71,-0.0049446788,-0.2130653,0.196561924,3.2469345599999997
72,-0.0049436788,-0.2211055,0.193667452,3.11467327
73,-0.0049426788,-0.2170854,0.196561924,3.00130645
74,-0.0049416788,-0.2211055,0.19511468799999998,2.88793963
75,-0.0049406788,-0.2211055,0.19511468799999998,2.68010046
76,-0.004939678800000001,-0.2170854,0.19511468799999998,2.54783917
77,-0.0049386788000000004,-0.2170854,0.19511468799999998,2.41557788
78,-0.0049376788,-0.2130653,0.19511468799999998,2.2455276499999997
79,-0.0049366788,-0.2170854,0.19800916,2.07547742
80,-0.0049356788,-0.2170854,0.196561924,1.9621106
81,-0.0049346788,-0.2130653,0.196561924,1.84874378
82,-0.004933678800000001,-0.2170854,0.196561924,1.7542714299999997
83,-0.0049326788000000005,-0.22512560000000004,0.19511468799999998,1.6409046099999998
84,-0.0049316788,-0.2170854,0.19511468799999998,1.5653267299999998
