,t,ramp,trans_pd,mzi_pd
0,-0.0055350588,-1.1761305,1.1275502510000002,5.258039999999999
1,-0.0055340988,-1.15603,1.1275502510000002,5.097236
2,-0.0055331388,-1.1761305,1.135590452,4.05201
3,-0.0055321788,-1.1761305,1.1275502510000002,2.363568
4,-0.0055312188,-1.196231,1.135590452,0.876131
5,-0.0055302588,-1.1761305,1.1275502510000002,0.1525129999999999
6,-0.0055292988000000005,-1.1761305,1.135590452,0.5545229999999997
7,-0.0055283388,-1.1761305,1.135590452,1.921357
8,-0.0055273788,-1.1761305,1.135590452,3.6097989999999998
9,-0.0055264188,-1.1761305,1.135590452,5.057035
10,-0.0055254588,-1.1761305,1.1195100500000001,5.298241
11,-0.0055244988,-1.196231,1.135590452,4.45402
12,-0.0055235388,-1.15603,1.1275502510000002,2.8861809999999997
13,-0.0055225788000000005,-1.15603,1.1275502510000002,1.1977389999999999
14,-0.0055216188,-1.2163315,1.135590452,0.23291499999999976
15,-0.0055206588,-1.196231,1.1275502510000002,0.4339200000000001
16,-0.0055196988,-1.1761305,1.1275502510000002,1.7605529999999998
17,-0.0055187388,-1.1761305,1.135590452,3.65
18,-0.0055177788,-1.1761305,1.1275502510000002,5.016834
19,-0.0055168188,-1.196231,1.135590452,5.258039999999999
20,-0.0055158588000000005,-1.1761305,1.135590452,4.333417
21,-0.0055148988,-1.196231,1.1275502510000002,2.564573
22,-0.0055139388,-1.15603,1.1275502510000002,0.876131
23,-0.0055129788,-1.15603,1.1275502510000002,0.19271400000000005
24,-0.0055120188,-1.196231,1.135590452,0.7957289999999997
25,-0.0055110588,-1.15603,1.143630653,2.323367
26,-0.0055100988,-1.1761305,1.143630653,4.172613
27,-0.0055091388000000005,-1.196231,1.1195100500000001,5.217839
28,-0.0055081788,-1.1761305,1.135590452,5.097236
29,-0.0055072188,-1.1761305,1.135590452,3.7304019999999998
30,-0.0055062588,-1.1761305,1.1195100500000001,1.8811559999999998
31,-0.0055052988,-1.1761305,1.1275502510000002,0.4741209999999998
32,-0.0055043388,-1.15603,1.1275502510000002,0.2731159999999999
33,-0.0055033788,-1.196231,1.1195100500000001,1.3987439999999998
34,-0.0055024188000000005,-1.1761305,1.1195100500000001,3.167588
35,-0.0055014588,-1.1761305,1.1195100500000001,4.775628
36,-0.0055004988,-1.1761305,1.1275502510000002,5.298241
37,-0.0054995388,-1.1761305,1.1275502510000002,4.534422
38,-0.0054985788,-1.15603,1.1275502510000002,2.84598
39,-0.0054976188,-1.1761305,1.1275502510000002,0.996734
40,-0.0054966588,-1.1761305,1.135590452,0.11231199999999975
41,-0.0054956988000000005,-1.15603,1.135590452,0.7153269999999998
42,-0.0054947388,-1.15603,1.1195100500000001,2.44397
43,-0.0054937788,-1.196231,1.1275502510000002,4.2530149999999995
44,-0.0054928188,-1.196231,1.1275502510000002,5.338442
45,-0.0054918588,-1.15603,1.1275502510000002,4.815829
46,-0.0054908988,-1.196231,1.1275502510000002,3.087186
47,-0.0054899388,-1.1761305,1.135590452,1.1977389999999999
48,-0.0054889788000000005,-1.15603,1.1275502510000002,0.19271400000000005
49,-0.0054880188,-1.1761305,1.1195100500000001,0.8359299999999998
50,-0.0054870588,-1.1761305,1.1275502510000002,2.564573
51,-0.0054860988,-1.1761305,1.1195100500000001,4.614824
52,-0.0054851388,-1.1761305,1.1275502510000002,5.298241
53,-0.0054841788,-1.1761305,1.1275502510000002,4.333417
54,-0.0054832188,-1.1761305,1.1195100500000001,2.2831659999999996
55,-0.0054822588,-1.1761305,1.1114698490000001,0.634925
56,-0.0054812988,-1.1359295,1.1195100500000001,0.2731159999999999
57,-0.0054803388,-1.15603,1.1195100500000001,1.5193469999999998
58,-0.0054793788,-1.1761305,1.1275502510000002,3.690201
59,-0.0054784188,-1.15603,1.1275502510000002,5.177638
60,-0.0054774588,-1.15603,1.1275502510000002,5.016834
61,-0.0054764988,-1.1761305,1.143630653,3.207789
62,-0.0054755388,-1.15603,1.1275502510000002,1.1977389999999999
63,-0.0054745788,-1.196231,1.135590452,0.23291499999999976
64,-0.0054736188,-1.15603,1.1275502510000002,1.117337
65,-0.0054726588,-1.15603,1.1275502510000002,3.167588
66,-0.0054716988,-1.1761305,1.1275502510000002,4.976633
67,-0.0054707388000000004,-1.15603,1.1195100500000001,5.177638
68,-0.0054697788,-1.15603,1.1275502510000002,3.6097989999999998
69,-0.0054688188,-1.1761305,1.1195100500000001,1.479146
70,-0.0054678588,-1.1761305,1.1275502510000002,0.1525129999999999
71,-0.0054668988,-1.1359295,1.1275502510000002,0.9163319999999997
72,-0.0054659388,-1.1761305,1.1195100500000001,3.0067839999999997
73,-0.0054649788,-1.1761305,1.1114698490000001,4.85603
74,-0.0054640188000000004,-1.1761305,1.1195100500000001,5.217839
75,-0.0054630588,-1.1761305,1.1275502510000002,3.851005
76,-0.0054620988,-1.1761305,1.1275502510000002,1.559548
77,-0.0054611388,-1.15603,1.1275502510000002,0.19271400000000005
78,-0.0054601788,-1.1761305,1.1195100500000001,0.755528
