,t,ramp,trans_pd,mzi_pd
0,-0.0044000588,-0.17041450000000002,0.1144032663,2.646294
1,-0.0043991588000000005,-0.190515,0.1152072864,2.646294
2,-0.004398258800000001,-0.23071600000000003,0.1144032663,2.6864950000000003
3,-0.004397358800000001,-0.190515,0.1144032663,2.6864950000000003
4,-0.0043964588,-0.21061550000000007,0.1152072864,2.726696
5,-0.0043955588,-0.190515,0.1152072864,2.6864950000000003
6,-0.0043946588,-0.190515,0.1152072864,2.6864950000000003
7,-0.0043937588000000005,-0.190515,0.1152072864,2.766897
8,-0.004392858800000001,-0.190515,0.1152072864,2.766897
9,-0.004391958800000001,-0.21061550000000007,0.1152072864,2.847299
10,-0.0043910588,-0.21061550000000007,0.1152072864,2.8070980000000003
11,-0.0043901588,-0.17041450000000002,0.1152072864,2.847299
12,-0.0043892588,-0.17041450000000002,0.1160113065,2.847299
13,-0.0043883588000000005,-0.21061550000000007,0.1160113065,2.9277010000000003
14,-0.004387458800000001,-0.190515,0.1144032663,2.967902
15,-0.004386558800000001,-0.190515,0.1152072864,3.008103
16,-0.0043856588,-0.190515,0.1144032663,3.008103
17,-0.0043847588,-0.190515,0.1144032663,3.0483040000000003
18,-0.0043838588,-0.17041450000000002,0.1152072864,3.128706
19,-0.0043829588000000004,-0.21061550000000007,0.1144032663,3.1689070000000004
20,-0.004382058800000001,-0.17041450000000002,0.1152072864,3.1689070000000004
21,-0.004381158800000001,-0.21061550000000007,0.1144032663,3.209108
22,-0.0043802588,-0.190515,0.1160113065,3.28951
23,-0.0043793588,-0.21061550000000007,0.1152072864,3.28951
24,-0.0043784588,-0.17041450000000002,0.1135992462,3.329711
25,-0.0043775588,-0.21061550000000007,0.1152072864,3.3699120000000002
26,-0.0043766588000000006,-0.190515,0.1152072864,3.3699120000000002
27,-0.004375758800000001,-0.190515,0.1152072864,3.450314
28,-0.0043748588,-0.190515,0.1152072864,3.450314
29,-0.0043739588,-0.17041450000000002,0.1160113065,3.4905150000000003
30,-0.0043730588,-0.190515,0.1135992462,3.530716
31,-0.0043721588,-0.17041450000000002,0.1144032663,3.530716
32,-0.0043712588000000005,-0.17041450000000002,0.1135992462,3.570917
33,-0.004370358800000001,-0.190515,0.1152072864,3.570917
34,-0.0043694588,-0.21061550000000007,0.1152072864,3.6111180000000003
35,-0.0043685588,-0.190515,0.1152072864,3.6111180000000003
36,-0.0043676588,-0.17041450000000002,0.1152072864,3.6111180000000003
37,-0.0043667588,-0.21061550000000007,0.1144032663,3.651319
38,-0.0043658588000000005,-0.190515,0.1144032663,3.651319
39,-0.004364958800000001,-0.190515,0.1152072864,3.651319
40,-0.004364058800000001,-0.190515,0.1152072864,3.651319
41,-0.0043631588,-0.190515,0.1152072864,3.651319
42,-0.0043622588,-0.190515,0.1144032663,3.69152
43,-0.0043613588,-0.21061550000000007,0.1152072864,3.69152
44,-0.0043604588000000005,-0.190515,0.1144032663,3.69152
45,-0.004359558800000001,-0.190515,0.1152072864,3.69152
46,-0.004358658800000001,-0.190515,0.1144032663,3.69152
47,-0.0043577588,-0.190515,0.1160113065,3.7317210000000003
48,-0.0043568588,-0.17041450000000002,0.1144032663,3.69152
49,-0.0043559588,-0.17041450000000002,0.1144032663,3.7317210000000003
50,-0.0043550588000000005,-0.17041450000000002,0.1152072864,3.7317210000000003
51,-0.004354158800000001,-0.15031400000000006,0.1144032663,3.771922
52,-0.004353258800000001,-0.190515,0.1135992462,3.7317210000000003
53,-0.0043523588,-0.190515,0.1152072864,3.771922
54,-0.0043514588,-0.190515,0.1160113065,3.771922
55,-0.0043505588,-0.190515,0.1144032663,3.771922
56,-0.0043496588000000004,-0.21061550000000007,0.1152072864,3.7317210000000003
57,-0.004348758800000001,-0.190515,0.1135992462,3.771922
58,-0.004347858800000001,-0.21061550000000007,0.1160113065,3.812123
59,-0.0043469588,-0.190515,0.1152072864,3.771922
60,-0.0043460588,-0.17041450000000002,0.1144032663,3.812123
61,-0.0043451588,-0.17041450000000002,0.1144032663,3.812123
62,-0.0043442588,-0.190515,0.1152072864,3.771922
63,-0.0043433588000000006,-0.190515,0.1144032663,3.771922
64,-0.004342458800000001,-0.21061550000000007,0.1144032663,3.8523240000000003
65,-0.0043415588,-0.190515,0.1144032663,3.812123
66,-0.0043406588,-0.190515,0.1152072864,3.8523240000000003
67,-0.0043397588,-0.190515,0.1152072864,3.8523240000000003
68,-0.0043388588,-0.190515,0.1135992462,3.771922
69,-0.0043379588000000005,-0.190515,0.1144032663,3.812123
70,-0.004337058800000001,-0.190515,0.1160113065,3.8523240000000003
71,-0.0043361588,-0.190515,0.1135992462,3.771922
72,-0.0043352588,-0.190515,0.1152072864,3.771922
73,-0.0043343588,-0.190515,0.1152072864,3.812123
74,-0.0043334588,-0.190515,0.1144032663,3.771922
